feature,importance
delta_t,0.37274975272811467
t_max_C,0.3017204089485884
roughness_wavelength_um,0.10121773414961907
roughness_amplitude_um,0.08041061745435016
initial_tgo_thickness_um,0.0785379021324461
cycle_dt_s,0.06536358458688146
k_p_m2_s,0.0
t_min_C,0.0
n_cycles,0.0
growth_eigenstrain_coeff,0.0
