delta_t,ysz_tgo_max_sigma_yy,ysz_tgo_max_tau_xy,ysz_tgo_mean_sed,tgo_bc_max_sigma_yy,tgo_bc_max_tau_xy,tgo_bc_mean_sed,cycle_id,t_state,tgo_thickness_um,ysz_thickness_um,bondcoat_thickness_um,k_p_m2_s,growth_strain,growth_eigenstrain_coeff,arrhenius_growth,kp0_m2_s,Q_J_mol,roughness_amplitude_um,roughness_wavelength_um
0.0,5405433177.753447,7420228352.968575,13382147.52473207,5341882663.062408,7555651671.541857,15100453.401234161,1,min,58.54193992287691,200.0,150.0,3.266298014417758e-12,0.02985772292853067,0.001,False,,,0.43663647439402586,303.4616423371541
990.7485051147421,8449951799.071583,6905664233.215685,81914416.41063733,11259201019.985966,6092669756.730419,129817753.73609157,1,max,58.54193992287691,200.0,150.0,3.266298014417758e-12,0.02985772292853067,0.001,False,,,0.43663647439402586,303.4616423371541
0.0,2583993009.3732295,3653991714.0203648,3515596.587543869,2555861215.6671677,3727889533.172615,4078687.0182605786,2,min,82.7690658145676,200.0,150.0,3.266298014417758e-12,0.012770228303081556,0.001,False,,,0.43663647439402586,303.4616423371541
990.7485051147421,5596529366.793846,3067192157.236948,63251994.0251097,8341095833.060938,2040601746.58239,112715504.93429458,2,max,82.7690658145676,200.0,150.0,3.266298014417758e-12,0.012770228303081556,0.001,False,,,0.43663647439402586,303.4616423371541
0.0,2076921614.6434948,2960476814.8919334,2528275.7557359915,2052696209.3854055,3022604777.542311,2985475.6805549944,3,min,101.36211216080058,200.0,150.0,3.266298014417758e-12,0.009800479336783682,0.001,False,,,0.43663647439402586,303.4616423371541
990.7485051147421,5083882419.199926,2345709464.5806465,60443531.939768314,7770962136.934947,1236982922.9525542,110408998.25739889,3,max,101.36211216080058,200.0,150.0,3.266298014417758e-12,0.009800479336783682,0.001,False,,,0.43663647439402586,303.4616423371541
0.0,1811375368.7530828,2597740185.7097116,2065160.4936101625,1788155309.4985998,2652483228.113319,2469499.1028353386,4,min,117.03776017841939,200.0,150.0,3.266298014417758e-12,0.008262705402145841,0.001,False,,,0.43663647439402586,303.4616423371541
990.7485051147421,4815784372.580793,1961521615.1848397,58837488.07051067,7453897712.071976,791042097.3195486,109157260.17540997,4,max,117.03776017841939,200.0,150.0,3.266298014417758e-12,0.008262705402145841,0.001,False,,,0.43663647439402586,303.4616423371541
0.0,1522843249.1338096,2171113477.149085,1752577.128544575,1501657351.2686296,2221767476.3035707,2121640.9189477772,5,min,130.84875556711918,200.0,150.0,3.266298014417758e-12,0.0072798385163381435,0.001,False,,,0.43663647439402586,303.4616423371541
990.7485051147421,4561081503.451862,1574002093.35437,57678627.854820825,7211374778.1610155,444239102.64646536,108300378.81560726,5,max,130.84875556711918,200.0,150.0,3.266298014417758e-12,0.0072798385163381435,0.001,False,,,0.43663647439402586,303.4616423371541
0.0,1401015192.4608917,2011163463.3052752,1559461.1352468817,1379721548.6113017,2057556583.221861,1902935.6812490702,6,min,143.33511907186667,200.0,150.0,3.266298014417758e-12,0.00658161902256758,0.001,False,,,0.43663647439402586,303.4616423371541
990.7485051147421,4441453829.507188,1402045554.1241503,56803745.30544725,7059586269.124694,234157055.6493332,107668745.06276803,6,max,143.33511907186667,200.0,150.0,3.266298014417758e-12,0.00658161902256758,0.001,False,,,0.43663647439402586,303.4616423371541
0.0,1308168454.3944433,1888522000.0276866,1415626.2358213773,1286587877.0215995,1931440485.8783238,1738694.6282475227,7,min,154.8176859574793,200.0,150.0,3.266298014417758e-12,0.006052513256843636,0.001,False,,,0.43663647439402586,303.4616423371541
990.7485051147421,4350674379.488502,1268904754.582788,56088026.36979444,6939830546.238851,208798794.59063354,107167275.32929242,7,max,154.8176859574793,200.0,150.0,3.266298014417758e-12,0.006052513256843636,0.001,False,,,0.43663647439402586,303.4616423371541
0.0,1234309645.6530614,1790275523.2804134,1303104.1825650423,1212362903.0623188,1830282654.0513518,1609194.072044114,8,min,165.5055147453135,200.0,150.0,3.266298014417758e-12,0.005633603189047745,0.001,False,,,0.43663647439402586,303.4616423371541
990.7485051147421,4278705691.7740555,1161325528.2319503,55481831.764051564,6841455612.71178,222758741.57017726,106753887.89372072,8,max,165.5055147453135,200.0,150.0,3.266298014417758e-12,0.005633603189047745,0.001,False,,,0.43663647439402586,303.4616423371541
0.0,1285553213.8121893,1867660386.1894262,1234796.931135286,1260940419.325237,1904287565.426198,1525911.9005739894,9,min,175.54382625713066,200.0,150.0,3.266298014417758e-12,0.005291239677229877,0.001,False,,,0.43663647439402586,303.4616423371541
990.7485051147421,4286100254.4518137,1165695066.6404128,54973601.46542907,6779251164.54665,235521070.66820425,106403776.30847016,9,max,175.54382625713066,200.0,150.0,3.266298014417758e-12,0.005291239677229877,0.001,False,,,0.43663647439402586,303.4616423371541
0.0,1233418943.8355293,1793339168.5699604,1157930.1608192949,1208373352.3247204,1827900501.559752,1436211.9521394009,10,min,185.03835943629682,200.0,150.0,3.266298014417758e-12,0.005004611643625438,0.001,False,,,0.43663647439402586,303.4616423371541
990.7485051147421,4233546975.308967,1082432032.9052749,54507531.92997281,6751980150.068834,304702044.6147138,106100385.50110386,10,max,185.03835943629682,200.0,150.0,3.266298014417758e-12,0.005004611643625438,0.001,False,,,0.43663647439402586,303.4616423371541
