feature,importance
delta_t,0.0
k_p_m2_s,0.0
initial_tgo_thickness_um,0.0
cycle_dt_s,0.0
t_min_C,0.0
t_max_C,0.0
n_cycles,0.0
roughness_amplitude_um,0.0
roughness_wavelength_um,0.0
growth_eigenstrain_coeff,0.0
