feature,importance
delta_t,0.7160546345834249
alpha_scale,0.1370216885831171
e_scale,0.05309237049472853
tgo_thickness_um,0.03674767642452208
ysz_thickness_um,0.034558751766411336
bond_thickness_um,0.022524878147796124
