feature,importance
delta_t,0.7757699628239129
e_scale,0.09194286982197293
ysz_thickness_um,0.05131511651288283
alpha_scale,0.043100333779405295
bond_thickness_um,0.02115963897976127
tgo_thickness_um,0.01671207808206504
