feature,importance
delta_t,0.5190713097545374
e_scale,0.22101705345748768
alpha_scale,0.11414682755666057
ysz_thickness_um,0.056723590265635025
tgo_thickness_um,0.051729000946447765
bond_thickness_um,0.03731221801923157
