feature,importance
delta_t,0.641895369476419
e_scale,0.17352206485460983
alpha_scale,0.09090745284610374
ysz_thickness_um,0.039398476468080375
tgo_thickness_um,0.032468452015146074
bond_thickness_um,0.02180818433964104
