feature,importance
delta_t,0.8341786193504162
e_scale,0.05121157316307364
alpha_scale,0.03611802300797359
bond_thickness_um,0.03244222107924106
ysz_thickness_um,0.030592073409505916
tgo_thickness_um,0.015457489989789717
