feature,importance
delta_t,0.8616784832901657
ysz_thickness_um,0.048699837414226795
e_scale,0.03293537843589069
alpha_scale,0.023256978446939237
bond_thickness_um,0.019510200068466797
tgo_thickness_um,0.013919122344310737
