delta_t,ysz_tgo_max_sigma_yy,ysz_tgo_max_tau_xy,ysz_tgo_mean_sed,tgo_bc_max_sigma_yy,tgo_bc_max_tau_xy,tgo_bc_mean_sed,tgo_thickness_um,ysz_thickness_um,bondcoat_thickness_um,bc_variant,alpha_scale_ysz,alpha_scale_sub,alpha_scale_bond,alpha_scale_tgo,E_scale_ysz,E_scale_sub,E_scale_bond,E_scale_tgo,roughness_amplitude_um,roughness_wavelength_um
952.7650665540125,5440051943.6801195,190064935.963362,60607270.088146284,5469921543.929525,308581572.78951323,66656785.36686628,4.520942405330795,200.0,150.0,fixed,1.0633285747318788,0.8135372433292322,0.8236983193378106,1.107570704606125,1.0123824931209853,0.9298026007003579,0.8610111697482634,0.9079072590366909,3.712030677222849,171.35492779716228
764.8315448851864,6143115520.939133,867451035.0159593,58183523.422579944,6139073634.045412,900704853.1779624,58278288.89250676,2.9977026244927996,200.0,150.0,fixed,0.8514479656207914,0.8313223158017481,1.0591918799648785,1.1369894641370268,1.1644868252020606,1.1847559128086453,0.9320087967656041,1.1898093384737571,3.5643240964649174,229.1227407360834
887.198469810107,5709390235.802521,322208982.41803575,74201624.6873345,5711001912.468872,327027208.98632085,80514904.73057656,3.9776231725282774,200.0,150.0,fixed,1.1353639705699912,1.183759854361243,0.8297270134506135,1.1986676718085476,0.9997017989759918,1.0632376334750329,0.9963936252468378,0.9421854954117435,8.44534034290773,455.3348910539741
637.0059978795435,2896364889.3002844,322318511.75496763,28164782.087490387,2890575958.78839,399830281.79454273,28184912.625329223,1.7305742538122748,200.0,150.0,fixed,1.1157256553121269,1.0501753565814178,0.9958289799263311,0.9497699427209485,0.909448906807872,1.1163905045489149,0.876892294828781,0.8159613255668992,1.6589843921043528,390.2742976858813
669.5984316847505,3232080478.265233,508209399.97352594,27428291.09368726,3232559085.562785,701754870.2424567,27459340.998340186,4.408448341235582,200.0,150.0,fixed,1.0928073830450002,0.8042040701361672,1.0854577881216525,0.9327116966936566,1.0544455524597072,1.0010084649962523,1.0349612372683938,0.8370613088451229,9.1158436321093,312.5273213444747
611.3725310541357,3496322745.207344,267323104.842434,34356875.34249341,3498490314.4888973,280492449.85338145,34360042.25897991,0.26097083965053103,200.0,150.0,fixed,1.166160584293997,1.1020355972949658,0.9782058493999999,1.0233476458262551,0.8584274392247979,0.896588651446296,1.1382490154620168,0.9754713572005891,0.01901580981873478,445.94394760624573
721.2762399632851,5132187489.508318,602671596.1627644,50784583.83162052,5128117801.681018,593980688.2083942,50808435.15355778,0.813616375569371,200.0,150.0,fixed,0.8714713826585575,1.0015743558697767,0.964466514048836,1.08104388659166,0.8820454961345241,0.8035001581334397,0.9745476759120728,1.131957971192509,9.473832852448684,157.68636943300493
1062.1373888030544,7461764003.946149,763037330.569488,113337605.77950847,7461917385.756484,775702479.738377,113520016.04936068,2.7513781473617187,200.0,150.0,fixed,0.8004039288214977,1.1948650834432208,0.8707958132285241,1.1483829841952342,1.1577403612289314,0.8195022658043283,0.8453076739351804,1.0626870011856058,4.384739978107654,234.34590424243078
925.3027506142118,5008487937.386122,1280665017.7728047,62020364.31233686,4987707892.566177,1268263605.3643265,62136157.15742983,2.0233847111067877,200.0,150.0,fixed,0.8207899956951156,0.9772286555578455,1.1331437585370732,0.8580957760230556,0.9720130177184193,0.8865375800881118,1.058722432946148,1.0099305130538527,4.228432384115586,406.0487094797349
937.1925937469512,5630187230.679187,342578278.9488404,75608334.9304306,5627084006.620939,399152752.264657,75624656.3371362,0.9386386002256304,200.0,150.0,fixed,1.1486003260206845,0.9484654087189198,0.9180313917496007,1.102738407835774,1.046991371307583,1.0843898986010048,1.1016775062274693,0.9496016367311038,1.0816374754980354,186.6287958636099
715.3890833004509,4072582184.4161777,619942760.19352,40295114.43400191,4061934026.2283354,664497394.4068505,40337901.555485524,1.6014096513606189,200.0,150.0,fixed,0.9353207020314048,0.9719951804502411,1.009804350853878,0.9051905204238164,0.8770546531894118,1.0498660869846965,1.012646371661468,1.0519912685851607,0.9565281645034651,282.8389503667022
1041.1855538148411,6336171133.799277,1280873095.9525235,95889656.4839859,6328676701.994576,1488706920.6936197,103259881.54630898,3.7981414129925155,200.0,150.0,fixed,0.9765832680609388,1.1527868681388505,1.1912201605570543,0.9753167441598185,1.022195048669972,0.977142030722352,1.132357761725402,1.019378218624325,2.0527852969060185,374.8663911406888
882.1234543087528,5061815914.559422,1320049196.2527068,63957021.474712335,5035649585.665796,1325650103.9540532,64119904.475550644,2.539769344345297,200.0,150.0,fixed,0.8323840833780269,1.1127704790247244,1.1761714625073023,1.038519800451768,1.144384559039413,1.1586630112057175,1.0440635800945115,0.8931553991592718,4.981249940921295,470.557673134752
653.0728635116445,3840170503.44971,745437547.111848,35901419.1517225,3831899555.9517365,744757138.5785158,35929849.197857484,1.042573425921804,200.0,150.0,fixed,0.9101573469612058,1.0565282473864825,1.078883937007675,0.9871963548643631,1.034261344256842,0.9190434308539729,1.0789079843438145,0.9916406143538187,3.0378304096271966,211.75380468981757
1093.7589000955911,5085601484.919244,674274634.8715593,79423276.12434703,5078282179.486319,1001558677.539668,79555609.06813647,3.3053745567987383,200.0,150.0,fixed,1.100579770114668,0.945944754812568,1.0494336800349395,0.8824850472890986,0.8472232410382542,0.8777938396437084,0.9668473129432543,0.8747023003052938,7.986686249899736,418.6728137704638
