delta_t,ysz_tgo_max_sigma_yy,ysz_tgo_max_tau_xy,ysz_tgo_mean_sed,tgo_bc_max_sigma_yy,tgo_bc_max_tau_xy,tgo_bc_mean_sed,cycle_id,t_state,tgo_thickness_um,ysz_thickness_um,bondcoat_thickness_um,k_p_m2_s,growth_strain,growth_eigenstrain_coeff,arrhenius_growth,kp0_m2_s,Q_J_mol,roughness_amplitude_um,roughness_wavelength_um
0.0,898472241.6920321,1370817560.1859438,279213.53848242195,948120450.3692856,1411806356.1314087,305489.3881263638,1,min,28.689843898282543,200.0,150.0,7.439407186898973e-13,0.006320315906294549,0.001,False,,,7.621872552285204,132.34186283919564
1023.1851814631291,4139592978.952463,901378225.9510338,58971883.05132382,7210280541.804417,459650777.03848636,112553345.41591646,1,max,28.689843898282543,200.0,150.0,7.439407186898973e-13,0.006320315906294549,0.001,False,,,7.621872552285204,132.34186283919564
0.0,466132977.87131923,680600852.7992811,89390.85436016612,492182457.1136793,705390384.6913475,99801.52115541596,2,min,40.38383452575491,200.0,150.0,7.439407186898973e-13,0.0029837633798861416,0.001,False,,,7.621872552285204,132.34186283919564
1023.1851814631291,3966903319.038147,440841762.079957,57275692.673832305,6769358013.964292,707264317.4732624,111383971.19217533,2,max,40.38383452575491,200.0,150.0,7.439407186898973e-13,0.0029837633798861416,0.001,False,,,7.621872552285204,132.34186283919564
0.0,375717826.3952141,541228880.621789,65348.823082459625,396683071.12519145,562365095.8024087,73887.81215539636,3,min,49.38219354280739,200.0,150.0,7.439407186898973e-13,0.0022959633686616718,0.001,False,,,7.621872552285204,132.34186283919564
1023.1851814631291,3955832586.8743567,383826875.87543994,56650455.08765289,6712752603.266468,900060158.805577,111018064.58945559,3,max,49.38219354280739,200.0,150.0,7.439407186898973e-13,0.0022959633686616718,0.001,False,,,7.621872552285204,132.34186283919564
0.0,338256723.60630614,497083282.32515115,54621.516629582366,356420073.70667464,514933742.58337486,62373.93960034373,4,min,56.976731980651735,200.0,150.0,7.439407186898973e-13,0.0019377735453919753,0.001,False,,,7.621872552285204,132.34186283919564
1023.1851814631291,3950065953.611763,354040858.51222515,56199944.00205387,6695223977.279388,1068562830.4513477,110764506.95409775,4,max,56.976731980651735,200.0,150.0,7.439407186898973e-13,0.0019377735453919753,0.001,False,,,7.621872552285204,132.34186283919564
0.0,294523848.5984851,422361284.6594491,47045.673044387426,310691162.3074717,439591707.6733622,54127.80984677723,5,min,63.671775028585124,200.0,150.0,7.439407186898973e-13,0.0017082640913235292,0.001,False,,,7.621872552285204,132.34186283919564
1023.1851814631291,3946149041.2722607,339067901.3100601,55838513.37575456,6668714696.330604,1097427467.4676182,110572768.55541258,5,max,63.671775028585124,200.0,150.0,7.439407186898973e-13,0.0017082640913235292,0.001,False,,,7.621872552285204,132.34186283919564
0.0,271078475.6258077,389293645.27716655,42220.70662989199,285796329.30239135,405240697.75497866,48902.45049385137,6,min,69.72690932048035,200.0,150.0,7.439407186898973e-13,0.001544989091919166,0.001,False,,,7.621872552285204,132.34186283919564
1023.1851814631291,3943552558.431141,330460074.6310976,55531941.1815086,6659924858.859462,1162078110.749163,110411762.30939393,6,max,69.72690932048035,200.0,150.0,7.439407186898973e-13,0.001544989091919166,0.001,False,,,7.621872552285204,132.34186283919564
0.0,265164008.95363274,390922123.6916098,39116.8410195259,278682699.2135493,404750041.6957681,45567.333996138164,7,min,75.29667211425897,200.0,150.0,7.439407186898973e-13,0.0014211448245637186,0.001,False,,,7.621872552285204,132.34186283919564
1023.1851814631291,3941352383.9986963,322012372.93441755,55262906.055279866,6657818273.487959,1294078959.4429677,110270084.1144412,7,max,75.29667211425897,200.0,150.0,7.439407186898973e-13,0.0014211448245637186,0.001,False,,,7.621872552285204,132.34186283919564
0.0,238479532.01482284,344192109.6933099,35787.9208413671,251116165.24929106,358211241.3076296,41912.0135533345,8,min,80.4818972165664,200.0,150.0,7.439407186898973e-13,0.0013230286622929687,0.001,False,,,7.621872552285204,132.34186283919564
1023.1851814631291,3939235852.4843097,314098308.7442381,55025344.877490155,6651000600.305975,1261171448.8227563,110153631.9453226,8,max,80.4818972165664,200.0,150.0,7.439407186898973e-13,0.0013230286622929687,0.001,False,,,7.621872552285204,132.34186283919564
0.0,238912409.97648823,353687708.6118644,33948.91572368515,250655180.98607728,365854529.1910765,39927.396111469876,9,min,85.35269607735711,200.0,150.0,7.439407186898973e-13,0.0012428016863187635,0.001,False,,,7.621872552285204,132.34186283919564
1023.1851814631291,3937439962.7189946,309255693.27167565,54807601.955538414,6650987030.76148,1391486336.70555,110042196.03473903,9,max,85.35269607735711,200.0,150.0,7.439407186898973e-13,0.0012428016863187635,0.001,False,,,7.621872552285204,132.34186283919564
0.0,228864895.97727188,339509970.1060661,32017.215734896185,239908915.2500024,351007607.7598823,37810.283845739,10,min,89.96015604571518,200.0,150.0,7.439407186898973e-13,0.0011756098295120396,0.001,False,,,7.621872552285204,132.34186283919564
1023.1851814631291,3935957977.2874217,306856611.7499999,54609606.755569,6649267186.849027,1432094663.9612212,109945582.17520866,10,max,89.96015604571518,200.0,150.0,7.439407186898973e-13,0.0011756098295120396,0.001,False,,,7.621872552285204,132.34186283919564
