feature,importance
delta_t,20155371.60646797
E_scale_tgo,4874477.233233232
alpha_scale_sub,4624405.195114994
alpha_scale_tgo,4497512.919375521
alpha_scale_bond,2336203.3250061935
roughness_amplitude_um,1374424.2329808234
E_scale_sub,1127172.2145686878
E_scale_ysz,1125875.948812269
E_scale_bond,888823.5980691598
alpha_scale_ysz,811610.6998394356
tgo_thickness_um,538828.5613839359
roughness_wavelength_um,182525.60590867346
ysz_thickness_um,0.0
bondcoat_thickness_um,0.0
