delta_t,ysz_tgo_max_sigma_yy,ysz_tgo_max_tau_xy,ysz_tgo_mean_sed,tgo_bc_max_sigma_yy,tgo_bc_max_tau_xy,tgo_bc_mean_sed,cycle_id,t_state,tgo_thickness_um,ysz_thickness_um,bondcoat_thickness_um,k_p_m2_s,growth_strain,growth_eigenstrain_coeff,arrhenius_growth,kp0_m2_s,Q_J_mol,roughness_amplitude_um,roughness_wavelength_um
0.0,3090612054.233634,4310012745.106432,4083690.2136395527,3058300752.473254,4418337016.430209,4533990.417777814,1,min,55.84267554524855,200.0,150.0,2.7500778808384584e-12,0.016699412511839217,0.001,False,,,2.9292987107796775,145.14697520200102
781.9143599449277,5484164815.543749,3885892926.722878,43503123.41957323,7711926242.326879,3213893903.706299,73750788.6945252,1,max,55.84267554524855,200.0,150.0,2.7500778808384584e-12,0.016699412511839217,0.001,False,,,2.9292987107796775,145.14697520200102
0.0,1462335353.9918237,2051961049.5311313,1106896.5494796522,1448466716.0080392,2107774622.0973465,1269285.7755520726,2,min,78.91042030193195,200.0,150.0,2.7500778808384584e-12,0.007311353300676427,0.001,False,,,2.9292987107796775,145.14697520200102
781.9143599449277,3841299455.2522616,1596515914.3469205,36705796.24303088,6025813947.440508,793246130.5799602,67876478.29056537,2,max,78.91042030193195,200.0,150.0,2.7500778808384584e-12,0.007311353300676427,0.001,False,,,2.9292987107796775,145.14697520200102
0.0,1175034105.560661,1663130344.530554,795745.6473170716,1163520788.6248507,1708555682.4806767,930455.9605168882,3,min,96.61937927974495,200.0,150.0,2.7500778808384584e-12,0.005612878807169191,0.001,False,,,2.9292987107796775,145.14697520200102
781.9143599449277,3549202057.8989406,1186002413.467328,35494215.75010353,5689437574.768298,318381010.7303349,66961172.64958863,3,max,96.61937927974495,200.0,150.0,2.7500778808384584e-12,0.005612878807169191,0.001,False,,,2.9292987107796775,145.14697520200102
0.0,1024343074.3498563,1459822332.015373,649960.858212093,1013483678.2176331,1499154466.5415115,770446.8241488769,4,min,111.55157763375138,200.0,150.0,2.7500778808384584e-12,0.004732780723624442,0.001,False,,,2.9292987107796775,145.14697520200102
781.9143599449277,3396319894.8796597,965969205.5483012,34766264.43073053,5499118739.036619,195312015.8466851,66444746.132456206,4,max,111.55157763375138,200.0,150.0,2.7500778808384584e-12,0.004732780723624442,0.001,False,,,2.9292987107796775,145.14697520200102
0.0,926891156.2229159,1327819201.3997269,561083.0006479049,916136404.5502831,1362911113.9903345,671993.6794074278,5,min,124.70847803078391,200.0,150.0,2.7500778808384584e-12,0.004170097604216135,0.001,False,,,2.9292987107796775,145.14697520200102
781.9143599449277,3297687718.9823027,820338802.6298602,34237128.56597571,5368082811.669187,211333979.78447416,66086643.09895567,5,max,124.70847803078391,200.0,150.0,2.7500778808384584e-12,0.004170097604216135,0.001,False,,,2.9292987107796775,145.14697520200102
0.0,856950044.7381399,1232448373.0262363,499641.44729472586,846083011.2517706,1264341544.503039,603310.1169428616,6,min,136.604006211129,200.0,150.0,2.7500778808384584e-12,0.003770303952208288,0.001,False,,,2.9292987107796775,145.14697520200102
781.9143599449277,3227031166.8870807,713472608.1262677,33818271.352979004,5328531440.74072,273221138.5587331,65814007.295660704,6,max,136.604006211129,200.0,150.0,2.7500778808384584e-12,0.003770303952208288,0.001,False,,,2.9292987107796775,145.14697520200102
0.0,803468622.4628727,1158965972.7214336,453888.3149703459,792398008.0955911,1188325846.9803107,551720.7781688642,7,min,147.5435682539426,200.0,150.0,2.7500778808384584e-12,0.0034673091753586525,0.001,False,,,2.9292987107796775,145.14697520200102
781.9143599449277,3173067287.804231,630054523.5006486,33470231.029005066,5299884653.371441,384847318.56325006,65595012.70858507,7,max,147.5435682539426,200.0,150.0,2.7500778808384584e-12,0.0034673091753586525,0.001,False,,,2.9292987107796775,145.14697520200102
0.0,699244349.4571052,1006717450.9087348,410809.593588456,688620901.4360718,1035135975.6112139,503631.82979372004,8,min,157.72620122630693,200.0,150.0,2.7500778808384584e-12,0.003227399469577647,0.001,False,,,2.9292987107796775,145.14697520200102
781.9143599449277,3101063160.3691373,518049255.64295393,33166959.633743893,5271203285.418035,443603924.18314904,65415456.736680225,8,max,157.72620122630693,200.0,150.0,2.7500778808384584e-12,0.003227399469577647,0.001,False,,,2.9292987107796775,145.14697520200102
0.0,664677248.9533075,961178078.7126453,382177.9236459879,653849454.2976929,987751615.127391,470851.899015343,9,min,167.2901807442897,200.0,150.0,2.7500778808384584e-12,0.0030313164097303257,0.001,False,,,2.9292987107796775,145.14697520200102
781.9143599449277,3067866541.913189,465922297.01023865,32905992.73375356,5252374545.498545,516202796.08396226,65260689.89561283,9,max,167.2901807442897,200.0,150.0,2.7500778808384584e-12,0.0030313164097303257,0.001,False,,,2.9292987107796775,145.14697520200102
0.0,696015955.2548625,1009184755.3542799,364986.64067764627,684203527.3144107,1033245075.4596691,450012.63044601766,10,min,176.33619762723924,200.0,150.0,2.7500778808384584e-12,0.0028671474430098124,0.001,False,,,2.9292987107796775,145.14697520200102
781.9143599449277,3064685197.062135,456678692.7513346,32677334.03758447,5244321994.911108,625851091.2894546,65122763.19721007,10,max,176.33619762723924,200.0,150.0,2.7500778808384584e-12,0.0028671474430098124,0.001,False,,,2.9292987107796775,145.14697520200102
