feature,importance
delta_t,0.6638277745442662
E_scale_tgo,0.11399748562018694
alpha_scale_tgo,0.09624835658197439
alpha_scale_sub,0.026315272024272966
E_scale_sub,0.023002043968341702
roughness_amplitude_um,0.016306822047325427
roughness_wavelength_um,0.013552588883121584
E_scale_ysz,0.01264045804859112
tgo_thickness_um,0.010626750720534475
alpha_scale_ysz,0.008538114251880925
alpha_scale_bond,0.007567917745902274
E_scale_bond,0.007376415563601944
ysz_thickness_um,0.0
bondcoat_thickness_um,0.0
