feature,importance
initial_tgo_thickness_um,0.43398710705702825
roughness_amplitude_um,0.24842656229757154
roughness_wavelength_um,0.15199892748535498
cycle_dt_s,0.0750403441063451
t_max_C,0.05265647507911566
delta_t,0.03789058397458442
k_p_m2_s,0.0
t_min_C,0.0
n_cycles,0.0
growth_eigenstrain_coeff,0.0
