ysz_tgo_max_sigma_yy,ysz_tgo_max_tau_xy,ysz_tgo_mean_sed,tgo_bc_max_sigma_yy,tgo_bc_max_tau_xy,tgo_bc_mean_sed
5137126683.790306,662523635.9746181,63900457.500105746,5729331683.968568,729416562.0650135,81665211.3949002
